City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,fale old settlement,-9.3852,-171.2468,28.83,67,9,8.16,TK,2025-01-30
287,shimoda,34.6667,138.95,6.86,62,70,1.81,JP,2025-01-30
288,juan griego,11.0817,-63.9655,24.94,87,6,5.7,VE,2025-01-30
289,qaqortoq,60.7167,-46.0333,-7.43,70,100,4.65,GL,2025-01-30
290,mount isa,-20.7333,139.5,36.87,34,1,6.17,AU,2025-01-30
291,burao,9.5221,45.5336,14.92,59,3,3.91,SO,2025-01-30
292,pacific grove,36.6177,-121.9166,11.06,81,75,2.06,US,2025-01-30
293,lianjiang,21.6467,110.2817,18.71,80,20,6.22,CN,2025-01-30
294,alice springs,-23.7,133.8833,32.75,12,0,8.75,AU,2025-01-30
295,crane,31.3974,-102.3501,11.7,27,0,9.7,US,2025-01-30
296,upper grand lagoon,30.1633,-85.7408,16.7,88,100,0.89,US,2025-01-30
297,el nido,11.1858,119.3956,25.64,90,89,6.26,PH,2025-01-30
298,port hedland,-20.3167,118.5667,33.03,66,62,4.12,AU,2025-01-30
299,pasuquin,18.3328,120.6177,24.97,83,75,0.51,PH,2025-01-30
300,ulsteinvik,62.3432,5.8487,4.06,92,100,0.97,NO,2025-01-30
301,fort st. john,56.2499,-120.8529,-16.06,78,100,7.2,CA,2025-01-30
302,muroto-misakicho,33.2833,134.15,7.42,53,3,3.33,JP,2025-01-30
303,margate,51.3813,1.3862,3.72,82,99,5.23,GB,2025-01-30
304,itoman,26.1247,127.6694,18.94,63,75,4.63,JP,2025-01-30
305,conneaut,41.9476,-80.5542,6.62,66,100,7.31,US,2025-01-30
306,inari,68.906,27.0288,-5.82,99,100,0.51,FI,2025-01-30
307,inirida,3.8653,-67.9239,23.94,95,93,0.91,CO,2025-01-30
308,speedway,39.8023,-86.2672,5.3,87,100,5.14,US,2025-01-30
309,shangzhi,45.2167,127.9667,-17.51,92,100,3.85,CN,2025-01-30
310,letlhakeng,-24.0944,25.0298,21.38,48,8,2.72,BW,2025-01-30
311,matoury,4.8483,-52.3317,26.98,83,20,3.09,GF,2025-01-30
312,natchitoches,31.7668,-93.1335,16.99,100,100,0.0,US,2025-01-30
313,bonthe,7.5264,-12.505,25.65,88,0,1.67,SL,2025-01-30
314,port lincoln,-34.7333,135.8667,20.15,65,9,6.22,AU,2025-01-30
315,togur,58.3631,82.8265,-25.92,99,26,1.89,RU,2025-01-30
316,kourou,5.1552,-52.6478,24.77,90,78,3.69,GF,2025-01-30
317,general villegas,-35.0328,-63.0125,25.52,41,0,3.94,AR,2025-01-30
318,kargil,34.5667,76.1,-17.23,97,100,0.44,IN,2025-01-30
319,botad,22.1667,71.6667,17.7,57,4,3.67,IN,2025-01-30
320,laborde,-33.1532,-62.8566,25.2,34,0,3.75,AR,2025-01-30
321,onguday,50.75,86.15,-16.39,97,100,0.89,RU,2025-01-30
322,hamilton,39.1834,-84.5333,6.07,91,100,5.66,US,2025-01-30
323,krotoszyn,51.6987,17.4374,4.68,88,100,2.69,PL,2025-01-30
324,yerofey pavlovich,53.9667,121.9667,-19.45,87,100,0.8,RU,2025-01-30
325,hotaka,36.3396,137.8825,0.44,72,20,1.54,JP,2025-01-30
326,viqueque,-8.8673,126.3658,27.58,82,100,1.03,TL,2025-01-30
327,fredrikstad,59.2181,10.9298,1.99,94,100,2.06,NO,2025-01-30
328,lihue,21.9789,-159.3672,26.52,83,97,11.56,US,2025-01-30
329,abepura,-2.6333,140.5833,30.45,70,20,1.03,ID,2025-01-30
330,vorgashor,67.5833,63.95,-19.44,99,89,1.99,RU,2025-01-30
331,chegdomyn,51.1167,133.0167,-20.22,91,100,0.62,RU,2025-01-30
332,qoryooley,1.7878,44.53,22.86,90,2,5.47,SO,2025-01-30
333,the pas,53.8251,-101.2541,-24.99,70,0,3.09,CA,2025-01-30
334,al ghayzah,16.2079,52.176,19.67,45,77,2.82,YE,2025-01-30
335,kabo,7.6994,18.629,20.21,19,64,2.01,CF,2025-01-30
336,lospalos,-8.5186,127.0025,27.14,75,100,1.79,TL,2025-01-30
337,acajutla,13.5928,-89.8275,26.14,75,0,3.28,SV,2025-01-30
338,basco,20.4487,121.9702,22.73,79,100,11.09,PH,2025-01-30
339,dedougou,12.4667,-3.4667,22.47,15,79,3.63,BF,2025-01-30
340,panaba,21.2833,-88.2667,24.7,74,0,5.05,MX,2025-01-30
341,choyr,46.3611,108.3611,-22.72,100,87,2.1,MN,2025-01-30
342,touros,-5.1989,-35.4608,26.69,74,10,4.61,BR,2025-01-30
343,lautoka,-17.6167,177.4667,27.92,69,75,2.57,FJ,2025-01-30
344,rabo de peixe,37.8,-25.5833,15.73,77,75,6.17,PT,2025-01-30
345,lerwick,60.1545,-1.1494,4.57,85,100,5.43,GB,2025-01-30
346,codrington,-38.2667,141.9667,21.51,47,1,5.58,AU,2025-01-30
347,anna regina,7.2644,-58.5077,25.32,84,80,4.05,GY,2025-01-30
348,laguna,38.421,-121.4238,13.08,67,0,3.09,US,2025-01-30
349,zahedan,29.4963,60.8629,-0.05,51,0,2.06,IR,2025-01-30
350,alofi,-19.0595,-169.9187,29.94,74,75,5.66,NU,2025-01-30
351,kingston,17.997,-76.7936,26.53,78,75,4.63,JM,2025-01-30
352,tejen,37.3834,60.5054,1.24,64,0,2.44,TM,2025-01-30
353,punta arenas,-53.15,-70.9167,11.06,62,40,4.63,CL,2025-01-30
354,hukumati azrah,34.1736,69.6457,-8.39,69,1,1.08,AF,2025-01-30
355,de aar,-30.6497,24.0123,22.71,42,0,1.4,ZA,2025-01-30
356,dalbandin,28.8947,64.4101,4.86,52,4,2.55,PK,2025-01-30
357,luanco,43.6152,-5.7934,7.71,87,69,2.24,ES,2025-01-30
358,poso,-1.3959,120.7524,28.26,71,100,0.51,ID,2025-01-30
359,tarawa,1.419,172.984,30.05,79,20,6.17,KI,2025-01-30
360,ribeira brava,32.65,-17.0667,16.35,72,24,2.16,PT,2025-01-30
361,wainwright,52.839,-110.8572,-12.33,93,100,4.33,CA,2025-01-30
362,mirnyy,62.5353,113.9611,-36.66,100,85,0.22,RU,2025-01-30
363,mount hagen,-5.8581,144.2274,20.42,78,40,1.54,PG,2025-01-30
364,isangel,-19.55,169.2667,30.06,79,75,2.06,VU,2025-01-30
365,olyokminsk,60.3736,120.4264,-32.6,98,100,0.52,RU,2025-01-30
366,solnechnyy,50.7214,136.6319,-12.11,66,100,1.73,RU,2025-01-30
367,palmas,-10.2128,-48.3603,24.93,88,40,0.51,BR,2025-01-30
368,nouadhibou,20.931,-17.0347,17.99,68,0,10.8,MR,2025-01-30
369,jhang sadr,31.2715,72.3284,10.45,38,0,2.0,PK,2025-01-30
370,east ballina,-28.8667,153.5833,26.96,69,31,4.79,AU,2025-01-30
371,ust'-kut,56.7938,105.7672,-37.1,100,85,0.66,RU,2025-01-30
372,nerchinsk,51.9833,116.5833,-35.03,100,100,0.39,RU,2025-01-30
373,carnarvon,-24.8667,113.6333,29.76,67,0,3.21,AU,2025-01-30
374,wawa,9.9022,4.4192,25.07,26,1,2.42,NG,2025-01-30
375,toliara,-23.35,43.6667,25.36,89,33,1.74,MG,2025-01-30
376,ta'izz,13.5,44.0,15.88,67,81,0.77,YE,2025-01-30
377,rib mountain,44.9128,-89.6754,0.37,74,0,2.06,US,2025-01-30
378,keflavik,64.0049,-22.5624,1.24,69,75,3.09,IS,2025-01-30
379,kone,-21.0595,164.8658,32.42,49,99,4.15,NC,2025-01-30
380,dhamnod,22.2167,75.4667,18.36,41,6,1.13,IN,2025-01-30
381,kushiro,42.975,144.3747,-0.47,64,75,6.17,JP,2025-01-30
382,marsabit,2.3284,37.9899,20.23,56,4,2.54,KE,2025-01-30
383,aban,56.67,96.06,-31.07,99,6,2.21,RU,2025-01-30
384,tianpeng,30.9866,103.9393,6.8,91,100,1.96,CN,2025-01-30
385,praia da vitoria,38.7333,-27.0667,16.14,77,40,7.6,PT,2025-01-30
386,sitangkai,4.6628,119.3928,27.59,79,27,3.9,PH,2025-01-30
387,agat village,13.3886,144.6585,29.42,78,99,2.24,GU,2025-01-30
388,munsan,37.8594,126.785,-2.55,64,96,1.16,KR,2025-01-30
389,batikent,39.9683,32.7308,-0.4,45,100,0.83,TR,2025-01-30
390,sao vicente,-23.9631,-46.3919,23.86,26,100,0.89,BR,2025-01-30
391,usogorsk,63.4106,48.6872,0.66,98,100,2.95,RU,2025-01-30
392,padang,-0.9492,100.3543,25.03,79,72,0.88,ID,2025-01-30
393,bhainsdehi,21.6467,77.6325,16.08,34,9,1.51,IN,2025-01-30
394,boda,4.3189,17.4695,21.65,24,94,1.28,CF,2025-01-30
395,ati,13.2154,18.3353,17.19,24,21,5.1,TD,2025-01-30
396,antsiranana,-12.2787,49.2917,26.86,83,23,4.93,MG,2025-01-30
397,uturoa,-16.7333,-151.4333,27.94,75,9,7.7,PF,2025-01-30
398,sao jose da coroa grande,-8.8978,-35.1478,25.55,74,2,3.6,BR,2025-01-30
399,la passe,45.5549,-0.8967,5.23,87,77,3.18,FR,2025-01-30
400,saint-francois,46.4154,3.9054,5.69,88,100,4.12,FR,2025-01-30
401,penzance,50.1186,-5.5371,9.38,83,99,11.93,GB,2025-01-30
402,freguesia do ribeirao da ilha,-27.7177,-48.5627,23.92,79,75,2.57,BR,2025-01-30
403,the pinery,39.4553,-104.7344,1.62,54,1,0.89,US,2025-01-30
404,ziro,27.6333,93.8333,3.65,95,98,0.23,IN,2025-01-30
405,bucerias,20.75,-105.3333,21.99,68,40,4.12,MX,2025-01-30
406,geraldton,-28.7667,114.6,28.23,61,0,4.63,AU,2025-01-30
407,viet tri,21.3019,105.4308,18.09,86,100,1.86,VN,2025-01-30
408,greymouth,-42.4667,171.2,18.45,61,100,3.13,NZ,2025-01-30
409,walvis bay,-22.9575,14.5053,18.11,80,90,6.42,NA,2025-01-30
410,alapli,41.1694,31.3792,11.14,67,100,1.58,TR,2025-01-30
411,tarko-sale,64.9225,77.785,-28.52,98,100,3.3,RU,2025-01-30
412,port saint john's,-31.6229,29.5448,23.49,90,8,2.87,ZA,2025-01-30
413,mugia,43.1041,-9.2179,7.17,75,99,1.15,ES,2025-01-30
414,wajir,1.7471,40.0573,24.86,68,0,5.92,KE,2025-01-30
415,bumba,2.1833,22.4667,20.9,39,46,0.52,CD,2025-01-30
416,avallon,47.4833,3.9,4.43,86,100,1.93,FR,2025-01-30
417,mthatha,-31.5889,28.7844,20.3,93,16,0.51,ZA,2025-01-30
418,belmonte,-15.8631,-38.8828,24.47,86,0,2.14,BR,2025-01-30
419,yamazakicho-nakabirose,35.0,134.55,4.57,63,8,2.78,JP,2025-01-30
420,kristiansund,63.1115,7.732,5.07,81,100,3.6,NO,2025-01-30
421,bafq,31.6128,55.4107,3.21,41,4,3.65,IR,2025-01-30
422,prineville,44.2999,-120.8345,10.39,36,0,0.45,US,2025-01-30
423,abra pampa,-22.7205,-65.697,12.53,65,100,3.62,AR,2025-01-30
424,coron,11.9986,120.2043,28.18,73,69,6.39,PH,2025-01-30
425,new norfolk,-42.7826,147.0587,22.73,39,18,2.45,AU,2025-01-30
426,andalgala,-27.5819,-66.3165,24.67,58,0,3.67,AR,2025-01-30
427,glace bay,46.1969,-59.957,-12.14,81,75,5.36,CA,2025-01-30
428,igarka,67.4667,86.5833,-25.56,93,100,4.18,RU,2025-01-30
429,mega,4.05,38.3,16.81,41,9,1.62,ET,2025-01-30
430,garachico,28.7781,-17.7646,16.06,55,100,7.72,ES,2025-01-30
431,monrovia,6.3005,-10.7969,26.75,84,14,2.35,LR,2025-01-30
432,mangrol,21.1167,70.1167,19.35,80,55,4.24,IN,2025-01-30
433,dawei,14.0833,98.2,21.63,65,65,1.35,MM,2025-01-30
434,dolny kubin,49.2098,19.3034,2.48,85,100,1.6,SK,2025-01-30
435,mili,6.0815,171.735,27.47,78,62,7.51,MH,2025-01-30
436,tamanrasset,22.785,5.5228,11.95,22,0,4.63,DZ,2025-01-30
437,kedrovyy,56.1667,91.8167,-28.51,98,17,2.71,RU,2025-01-30
438,nar'yan-mar,67.6713,53.087,-19.22,100,67,2.49,RU,2025-01-30
439,rong kwang,18.339,100.3174,18.02,63,45,0.43,TH,2025-01-30
440,pangkalpinang,-2.1333,106.1333,26.85,75,24,3.14,ID,2025-01-30
441,kisangani,0.5167,25.2,21.12,61,85,0.76,CD,2025-01-30
442,taishan,22.2514,112.7799,17.68,79,100,1.52,CN,2025-01-30
443,kuqa,41.7278,82.9364,-7.83,76,100,1.13,CN,2025-01-30
444,timimoun,29.2639,0.231,14.21,30,100,2.57,DZ,2025-01-30
445,tual,-5.6667,132.75,28.37,79,97,7.35,ID,2025-01-30
446,buncrana,55.1333,-7.45,6.92,85,100,8.99,IE,2025-01-30
447,serov,59.6033,60.5787,-17.54,99,100,2.18,RU,2025-01-30
448,axim,4.8699,-2.2405,26.17,89,6,2.24,GH,2025-01-30
449,evinayong,1.4368,10.5512,20.72,98,100,1.01,GQ,2025-01-30
450,sinazongwe,-17.2614,27.4618,23.03,82,80,2.26,ZM,2025-01-30
451,lionel town,17.8101,-77.2406,25.51,81,19,3.74,JM,2025-01-30
452,opp,31.2827,-86.2555,17.57,88,32,3.16,US,2025-01-30
453,valparaiso,-33.0393,-71.6273,15.8,82,0,1.54,CL,2025-01-30
454,cambridge,43.3601,-80.3127,-2.79,81,0,3.09,CA,2025-01-30
455,castelli,-25.9468,-60.6195,26.45,55,46,2.06,AR,2025-01-30
456,channarayapatna,12.9044,76.3917,17.96,80,44,1.33,IN,2025-01-30
457,tome,-36.6167,-72.95,16.34,90,0,2.43,CL,2025-01-30
458,todos santos,23.45,-110.2167,18.58,70,1,1.41,MX,2025-01-30
459,gisborne,-38.6533,178.0042,20.48,68,100,2.89,NZ,2025-01-30
460,mawu,34.4307,104.9176,-9.14,82,100,1.72,CN,2025-01-30
461,mata-utu,-13.2816,-176.1745,27.87,79,18,5.95,WF,2025-01-30
462,berdigestyakh,62.0989,126.6992,-40.32,100,100,0.54,RU,2025-01-30
463,ta`u,-14.2336,-169.5144,27.92,77,25,9.01,AS,2025-01-30
464,kruisfontein,-34.0033,24.7314,18.94,84,0,2.97,ZA,2025-01-30
465,cabo san lucas,22.8909,-109.9124,20.42,58,0,2.06,MX,2025-01-30
466,ciudad lazaro cardenas,17.9583,-102.2,24.7,77,3,3.0,MX,2025-01-30
467,pitimbu,-7.4706,-34.8086,26.27,72,2,4.17,BR,2025-01-30
468,mizdah,31.4451,12.9801,8.94,33,0,2.4,LY,2025-01-30
469,tocopilla,-22.092,-70.1979,22.38,76,63,3.77,CL,2025-01-30
470,serik,36.9169,31.0989,10.14,78,50,3.0,TR,2025-01-30
471,neka,36.6508,53.299,4.31,79,0,1.56,IR,2025-01-30
472,colac,-38.3333,143.5833,25.25,31,0,0.31,AU,2025-01-30
473,minbu,20.1833,94.8833,16.77,48,38,0.72,MM,2025-01-30
474,berezovo,63.9381,65.0419,-26.17,100,88,1.85,RU,2025-01-30
475,aitape,-3.1374,142.3475,28.35,78,100,1.16,PG,2025-01-30
476,pamandzi,-12.7967,45.2794,27.88,89,40,7.72,YT,2025-01-30
477,san pedro pochutla,15.7333,-96.4667,26.51,79,0,2.14,MX,2025-01-30
478,kikwit,-5.041,18.8162,21.63,89,100,0.7,CD,2025-01-30
479,al jumum,21.6169,39.6981,23.07,39,0,5.03,SA,2025-01-30
480,selfoss,63.9331,-20.9971,-4.58,74,87,2.14,IS,2025-01-30
481,le port,-20.9373,55.2919,24.98,98,48,2.12,RE,2025-01-30
482,ravar,31.2656,56.8055,2.45,40,1,1.2,IR,2025-01-30
483,federacion,-31.0062,-57.8996,25.38,41,0,3.06,AR,2025-01-30
484,korla,41.7597,86.1469,-7.51,74,100,1.87,CN,2025-01-30
485,trebes,43.2106,2.4417,9.74,87,100,7.72,FR,2025-01-30
486,machico,32.7,-16.7667,16.35,65,20,7.2,PT,2025-01-30
487,namsos,64.4662,11.4957,2.95,93,100,1.54,NO,2025-01-30
488,orchies,50.4667,3.2333,1.16,82,0,2.06,FR,2025-01-30
489,agua dulce,18.1333,-94.1333,25.29,88,0,3.24,MX,2025-01-30
490,bhinmal,25.0,72.25,12.67,39,0,0.77,IN,2025-01-30
491,djambala,-2.5447,14.7533,21.94,80,100,1.73,CG,2025-01-30
492,tidjikja,18.5564,-11.4271,17.95,16,0,5.72,MR,2025-01-30
493,sisimiut,66.9395,-53.6735,-8.14,70,100,6.98,GL,2025-01-30
494,san andres,12.5847,-81.7006,27.01,89,20,5.66,CO,2025-01-30
495,greenville,35.6127,-77.3663,11.97,50,100,2.24,US,2025-01-30
496,morehead city,34.7229,-76.726,11.0,71,0,1.54,US,2025-01-30
497,sodankyla,67.4167,26.6,-2.89,99,99,0.93,FI,2025-01-30
498,ulladulla,-35.35,150.4667,18.69,91,100,3.0,AU,2025-01-30
499,meadow lakes,61.6247,-149.6011,-15.4,72,0,0.0,US,2025-01-30
500,dunfermline,56.0716,-3.4589,3.57,88,75,2.57,GB,2025-01-30
501,umm kaddadah,13.6017,26.6876,15.04,27,11,7.68,SD,2025-01-30
502,monopoli,40.9559,17.2896,10.92,76,100,3.08,IT,2025-01-30
503,ain leuh,33.2921,-5.3384,1.28,94,100,3.47,MA,2025-01-30
504,argo,37.6333,22.7333,10.1,80,0,1.77,GR,2025-01-30
505,bathsheba,13.2167,-59.5167,27.34,69,20,8.23,BB,2025-01-30
506,kobryn,52.2138,24.3564,3.96,85,68,3.01,BY,2025-01-30
507,cidade velha,14.9167,-23.6167,21.26,78,0,9.77,CV,2025-01-30
508,katghora,22.5,82.55,14.67,56,2,2.25,IN,2025-01-30
509,port augusta,-32.5,137.7667,28.78,22,0,4.14,AU,2025-01-30
510,teyateyaneng,-29.1472,27.7489,19.57,60,100,0.71,LS,2025-01-30
511,candon,17.1947,120.4517,25.81,62,88,1.62,PH,2025-01-30
512,sinabang,2.4803,96.3801,25.76,82,100,0.41,ID,2025-01-30
513,kill devil hills,36.0307,-75.676,11.1,85,0,1.54,US,2025-01-30
514,novaya igirma,57.1334,103.9112,-36.72,100,34,0.29,RU,2025-01-30
515,yuzhno-kurilsk,44.0306,145.8556,-0.97,95,100,11.39,RU,2025-01-30
516,adrar,20.5022,-10.0711,15.86,20,0,5.49,MR,2025-01-30
517,lochow,52.5308,21.6816,3.84,83,93,3.68,PL,2025-01-30
518,san julian,21.0167,-102.1667,17.46,23,13,3.48,MX,2025-01-30
519,acapulco de juarez,16.8634,-99.8901,26.9,78,0,5.66,MX,2025-01-30
520,simitli,41.8833,23.1167,6.99,92,10,0.94,BG,2025-01-30
521,palmer,42.1584,-72.3287,-5.6,64,93,1.16,US,2025-01-30
522,khandyga,62.6667,135.6,-41.33,98,60,0.3,RU,2025-01-30
523,bakaly,55.1789,53.8028,-1.83,97,100,2.91,RU,2025-01-30
524,nieuw amsterdam,5.8833,-55.0833,24.76,88,97,4.08,SR,2025-01-30
525,acarau,-2.8856,-40.12,25.31,88,45,3.86,BR,2025-01-30
526,mendi,-6.1761,143.6513,16.69,89,100,0.69,PG,2025-01-30
527,murun-kuren,49.6342,100.1625,-20.29,95,100,0.96,MN,2025-01-30
528,gulf shores,30.246,-87.7008,19.13,84,0,4.12,US,2025-01-30
529,dassa-zoume,7.75,2.1833,27.68,66,14,2.15,BJ,2025-01-30
530,nishinoomote,30.7333,131.0,11.83,46,0,2.33,JP,2025-01-30
531,imbituba,-28.24,-48.6703,21.8,89,100,2.75,BR,2025-01-30
532,casper,42.8666,-106.3131,0.33,55,0,4.12,US,2025-01-30
533,dalnerechensk,45.9339,133.7225,-12.61,91,100,3.98,RU,2025-01-30
534,kralendijk,12.15,-68.2667,26.99,78,40,7.2,BQ,2025-01-30
535,langsa,4.4683,97.9683,22.95,89,5,0.69,ID,2025-01-30
536,manadhoo,5.7667,73.3833,27.32,72,19,2.72,MV,2025-01-30
537,brookings,44.3114,-96.7984,4.54,58,0,2.57,US,2025-01-30
538,happy valley-goose bay,53.3168,-60.3315,-19.64,69,100,5.96,CA,2025-01-30
539,al jawf,29.5,38.75,9.05,39,0,3.44,SA,2025-01-30
540,nguruka,-5.1092,31.0419,16.88,97,68,0.6,TZ,2025-01-30
541,roosevelt,33.9668,-103.4505,6.11,43,99,6.79,US,2025-01-30
542,antofagasta,-23.65,-70.4,20.6,84,62,2.75,CL,2025-01-30
543,bayanhongor,46.7167,100.1167,-25.15,85,64,1.58,MN,2025-01-30
544,tshikapa,-6.4167,20.8,20.64,96,100,0.2,CD,2025-01-30
545,prince rupert,54.3161,-130.3201,-0.7,61,61,1.73,CA,2025-01-30
546,luanda,-8.8368,13.2343,25.95,80,100,1.35,AO,2025-01-30
547,paradip garh,20.3167,86.6167,21.19,92,21,2.9,IN,2025-01-30
548,palikir - national government center,6.9248,158.1611,30.47,70,75,6.69,FM,2025-01-30
549,bardai,11.65,7.2333,17.53,23,2,4.75,NG,2025-01-30
550,atar,20.5169,-13.0499,17.25,23,0,4.61,MR,2025-01-30
551,grand falls-windsor,48.9332,-55.6649,-14.16,82,50,0.89,CA,2025-01-30
552,beruniy,41.6911,60.7525,-0.02,80,100,0.0,UZ,2025-01-30
553,kittila,67.6647,24.8936,-5.92,86,100,3.09,FI,2025-01-30
554,argostolion,38.1811,20.489,10.97,69,27,2.89,GR,2025-01-30
555,thinadhoo,0.5333,72.9333,27.67,79,100,5.41,MV,2025-01-30
556,manuguru,17.981,80.7547,18.73,89,76,1.24,IN,2025-01-30
557,jurm,36.8648,70.8342,-7.78,79,100,1.78,AF,2025-01-30
558,curup,-3.4667,102.5333,24.79,79,100,0.4,ID,2025-01-30
559,siwa oasis,29.2041,25.5195,13.64,49,0,3.41,EG,2025-01-30
560,chongwe,-15.3292,28.682,18.6,99,100,1.43,ZM,2025-01-30
561,ouro sogui,15.6,-13.3167,23.53,12,0,5.33,SN,2025-01-30
562,thetford-mines,46.0937,-71.3054,-23.37,100,58,1.61,CA,2025-01-30
563,hami,42.8,93.45,-6.42,51,100,2.11,CN,2025-01-30
564,aginskoye,51.1,114.53,-30.1,100,44,1.67,RU,2025-01-30
565,papao,-17.75,-149.55,30.82,75,9,7.75,PF,2025-01-30
566,kudahuvadhoo,2.6708,72.8944,27.46,75,100,4.99,MV,2025-01-30
567,fort mcmurray,56.7268,-111.381,-20.23,71,100,2.57,CA,2025-01-30
568,kodinsk,58.6881,99.1844,-36.44,100,34,1.15,RU,2025-01-30
569,madera,37.1666,-119.8343,13.97,62,4,1.58,US,2025-01-30
570,nabire,-3.3667,135.4833,29.62,69,100,1.15,ID,2025-01-30
571,villa bruzual,9.3328,-69.1208,27.13,60,87,1.95,VE,2025-01-30
572,oamaru,-45.0784,170.9801,16.98,69,12,4.59,NZ,2025-01-30
